"regno","Name","Latest income","Latest expenditure","Address","Postcode"
1143949,"SOMALI ADULT SOCIAL CARE AGENCY",41148,37892,"140 ROLLS CRESCENT, MANCHESTER","M15 5FP"
1144043,"THE TUTOR TRUST",774855,867267,"The Tutor Trust, Virginia House, 5-7 Great Ancoats Street, MANCHESTER","M4 5AD"
1144145,"DIDSBURY PARSONAGE TRUST",74382,77045,"OLD PARSONAGE, STENNER LANE, MANCHESTER","M20 2RQ"
1144146,"UNIVERSITY OF MANCHESTER STUDENTS' UNION",7010331,7263807,"UNIVERSITY OF MANCHESTER, STUDENTS' UNION, OXFORD ROAD, MANCHESTER","M13 9PR"
1144161,"THE FAITH NETWORK FOR MANCHESTER (FN4M)",36452,41474,"The Wesley Centre, Unit 18, Royce Road, MANCHESTER","M15 5BP"
1144244,"THE BREAK OUT PROJECT",105,216,"397 PARRS WOOD ROAD, MANCHESTER","M20 5WA"
1144750,"WORD OF HOPE BIBLE CHURCH",126407,112813,"11 ABERNANT CLOSE, MANCHESTER","M11 3QJ"
1144802,"MANCHESTER ISLAMIC AND CULTURAL CENTRE",82612,10940,"405 PRINCESS ROAD, MANCHESTER","M14 7ER"
1145154,"REDEEMED CHRISTIAN CHURCH OF GOD GRACE & TRUTH PARISH",19223,19211,"25 CHERRY AVENUE, MANCHESTER","M11 2LW"
1145231,"ZUMURATU-LI-MUMEEN ASSOCIATION MANCHESTER UK",18000,12000,"32 Ivy Street, Moston, Manchester","M40 9LN"
1145298,"BAT MELECH UK LIMITED",187,0,"1 Cornwood Close, MANCHESTER","M8 9DJ"
1145470,"CRYSTAL HOPE FOUNDATION",710,705,"4A Rosewood Road, MANCHESTER","M9 6QJ"
1145618,"CRISIS INTERNATIONAL TRUST",0,0,"31 ROCKDOVE AVENUE, MANCHESTER","M15 5EH"
1145710,"THE REDEEMED CHRISTIAN CHURCH OF GOD HOUSE OF PRAYER PARISH MANCHESTER",22715,25757,"26 HAROLD AVENUE, MANCHESTER","M18 7JT"
1145791,"KAGYU DECHEN BUDDHISM",152399,116065,"45 MANOR DRIVE, MANCHESTER","M21 7QG"
1145811,"GAPOLUNYA FOUNDATION",12897,12779,"2 GARSWOOD ROAD, MANCHESTER","M14 7LL"
1145834,"REDEEMED CHRISTIAN CHURCH OF GOD ('RCCG') SOLUTION CONNECTIONS, (FRUITFUL VINE PROJECT)",2917,12893,"30 CORBY STREET, MANCHESTER","M12 5WX"
1145921,"MANCHESTER ALLIANCE FOR COMMUNITY CARE",1524314,1411422,"MACC, SWAN BUILDINGS, 20 SWAN STREET, MANCHESTER","M4 5JW"
1145936,"CHILDREN OF JANNAH",25547,36712,"P.O. Box 306, Manchester","M22 2BY"
1145943,"DIDSBURY GOOD NEIGHBOURS",141003,152649,"Flat 8, Priory Gardens, Clothorn Road, Manchester","M20 6BG"
1146074,"BURNAGE GOOD NEIGHBOURS",41405,58645,"BURNAGE COMMUNITY ASSOCIATION, THE CENTRE, BURNAGE LANE, MANCHESTER","M19 1EW"
1146110,"ARISE AND SHINE CHRISTIAN MINISTRIES (MANCHESTER)",81245,56395,"36 ELSHAM GARDENS, MANCHESTER","M18 7DJ"
1146179,"THE CYRIL FLINT VOLUNTEERING CHARITY",72054,79300,"Housing Support Ltd, Craig House, 33 Ballbrook Avenue, Manchester","M20 3JG"
1146328,"CHRIST WORSHIPPERS ASSEMBLY",18907,16300,"7 DORKING AVENUE, MANCHESTER","M40 2SJ"
1146425,"CHRIST WORLD AND CLERGY MINISTRIES",17902,17132,"12 Mountbatten Street, Gorton, Manchester","M18 7BR"
1146608,"WORD OF RECONCILIATION MINISTRIES",1483,2224,"5 Bush Street, Manchester","M40 8PE"
1146658,"THE MANCHESTER MEN'S ROOM",183405,156615,"The Men's Room, First Floor, Raven House, 113 Fairfield Street, Manchester","M12 6EL"
1146768,"THE JAMES MILNER FOUNDATION",300508,327240,"11 OXFORD COURT, BISHOPSGATE, OFF LOWER MOSLEY STREET, MANCHESTER","M2 3WQ"
1147264,"THE REDEEMED CHRISTIAN CHURCH OF GOD - CHRIST AMBASSADORS PARISH",62804,42650,"28 GARSWOOD ROAD, MANCHESTER","M14 7LL"
1147287,"THE MESSAGE ENTERPRISE CENTRE",1065334,1065274,"Message Enterprise Centre, 6 Harper Road, Sharston Industrial Area, Manchester","M22 4RG"
1147494,"EDEN NETWORK YORKSHIRE",19443,26949,"THE MESSAGE TRUST, LANCASTER HOUSE, HARPER ROAD, SHARSTON INDUSTRIAL AREA, MANCHESTER","M22 4RG"
1147596,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF CHRIST CHURCH WEST DIDSBURY AND ST CHRISTOPHER WITHINGTON",124577,131999,"35 Darley Avenue, West Didsbury, Manchester","M20 2ZD"
1147847,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF CHRIST CHURCH HARPURHEY",111927,129488,"95 Church Lane, MANCHESTER","M9 5BG"
1147957,"TORAS CHAIM",19682,18002,"ENTERPRISE HOUSE, 3 MIDDLETON RD, MANCHESTER","M8 5DT"
1148085,"MANCUNIAN WAY",246414,164677,"7a Porchfield Square, Castlefield, Manchester","M3 4FG"
1148159,"PENTECOSTAL CHURCH OF GOD UK",3390,4124,"95 HARLEY STREET, MANCHESTER","M11 1AS"
1148287,"LIFELINE HELP",34585,81655,"4 Keasdon Avenue, Wythenshawe, Manchester","M22 9AP"
1148317,"THE REDEEMED CHRISTIAN CHURCH OF GOD (RCCG) WISDOM CENTRE",74423,74317,"8 KINGSLEY AVENUE, MANCHESTER","M9 4WN"
1148570,"JEHOVAH NISSI MINISTRY",12819,11952,"37 Hemmons road, Manchester","M12 5TA"
1148640,"MAWLAWI KURDISH CULTURAL CENTRE",115386,37418,"PARSONAGE STREET, HULME, MANCHESTER","M15 5WD"
1148946,"WYTHENSHAWE KENPO JU-JITSU ASSOCIATION",22250,23200,"5 CAPENHURST CLOSE, MANCHESTER","M23 2SL"
1149068,"JUST HELPING",149195,180411,"St George's House, 215 - 219 Chester Road, Manchester","M15 4JE"
1149674,"KICC THE CITY OF REFUGE",39798,59247,"KINGSWOOD ROAD [KICC], MANCHESTER","M14 6SB"
1149675,"LIGHT",697618,730444,"62 Port Street, Manchester","M1 2EQ"
1149938,"MANCHESTER COMMUNITY SPIRIT",39499,34779,"MANCHESTER COMMUNITY SPIRIT, LEVENSHULME INSPIRE, 747 STOCKPORT ROAD, BUBBLE OFFICES, LEVENSHULME","M19 3AR"
1149943,"MOSS SIDE SPORTS CLUB LIMITED",0,0,"27-29 MAINE ROAD, MANCHESTER","M14 4FS"
1149954,"THE ORATORY OF ST PHILIP NERI AT MANCHESTER",120612,126084,"St. Chads Presbytery, Stocks Street, MANCHESTER","M8 8GG"
1149979,"THE AUDIENCE AGENCY",2323301,2434887,"The Audience Agency, Green Fish Resource Centre, 46-50 Oldham Street, Manchester","M4 1LE"
1150161,"MANCHESTER CENTRAL LIBRARY DEVELOPMENT TRUST",7049,23672,"PO BOX 532, C/O TOWN HALL, MANCHESTER","M60 2LA"
1150187,"CHILD FOUNDATION",32803,26313,"Holly Royde Close, Didsbury, MANCHESTER, , Lancashire","M20 3HR"
1150220,"CHARLES CAMILLERI FOUNDATION",0,0,"5TH FLOOR ST GEORGES, 56 PETERS STREET, MANCHESTER","M2 3NQ"
1150253,"EMPOWERED COMMITTED CHRISTIAN MINISTRIES",45330,20766,"13 GIFFORD AVENUE, MANCHESTER","M9 6JH"
1150394,"TRANSFORMING CHURCHES AND COMMUNITIES",77312,71356,"WESLEY ENTERPRISE CENTRE, ROYCE ROAD, MANCHESTER","M15 5BP"
1150402,"FROM GENERATION TO GENERATION LIMITED",9156,1158,"ADAMSON HOUSE, TOWERS BUSINESS PARK, WILMSLOW ROAD, MANCHESTER","M20 2YY"
1150458,"THE PROFESSIONAL FOOTBALLERS' ASSOCIATION CHARITY",26387608,24546326,"20 Oxford Court, Manchester","M2 3WQ"
1150671,"WONDERFULLY MADE WOMAN",45058,44579,"24 Scotland Hall Road, MANCHESTER","M40 2UE"
1150729,"AHAVAS TORAH BOYS ACADEMY",193945,190105,"3 Middleton Road, MANCHESTER","M8 5DT"
1150797,"MUSLIM OROMO COMMUNITY OF MANCESTER",39526,14855,"ZAHEER & CO, 63 KINGSWAY, MANCHESTER","M19 2LL"
1150855,"FRIENDS OF ATERES MOSHE",55072,53992,"Allan Kornbluth, c/o Ralli Solicitors LLP, Gregs Building, 1 Booth Street, MANCHESTER","M2 4DU"
1150884,"FOLLA",465,374,"22 LONGTON AVENUE, MANCHESTER","M20 3JN"
1150919,"THE HARROP GREEN CHARITABLE TRUST",64723,58855,"c/o DWF LLP, 1 SCOTT PLACE, 2 HARDMAN STREET, MANCHETER","M3 3AA"
1150941,"BISMILLAH FOUNDATION",0,0,"163 BERESFORD ROAD, MANCHESTER","M13 0TE"
1150998,"MAMBOLEO YOUTH PROJECT",20112,21382,"50 GLEBELANDS ROAD, MANCHESTER","M23 1HQ"
1151040,"THE CHOSEN GENERATION ASSEMBLY RCCG",36419,48295,"383 KINGSWAY, MANCHESTER","M19 1NG"
1151085,"WYTHENSHAWE COMMUNITY HOUSING GROUP LIMITED",70493000,80936000,"Wythenshawe House, 8 Poundswick Lane, MANCHESTER","M22 9TA"
1151195,"THE ALA GREEN CHARITABLE TRUST",606636,304243,"ADDLESHAW GODDARD, ONE ST PETER'S SQUARE, MANCHESTER","M2 3DE"
1151476,"SOMALI ADVICE LINK",41059,29857,"UNIT 7, CARIOCCA BUSINESS PARK, 2, HELLIDON CLOSE, ARDWICK, MANCHESTER","M12 4AH"
1151712,"AL-REHMAT ISLAMIC FOUNDATION TRUST",8893,15034,"2 Skelton Grove, Longsight, Manchester","M13 0UL"
1151781,"BIRCH COMMUNITY ASSOCIATION",129683,105338,"Birch Community Centre, Brighton Grove, Rusholme, Manchester","M14 5JT"
1151846,"HIGHWAY HOPE",135338,140477,"New Covenant Church, 1 Matthews lane, manchester, manchester","M12 4QW"
1151897,"GREATER MANCHESTER YOUTH NETWORK",619167,545007,"GMYN, Greenfish Resource Centre, 46-50 Oldham Street, Manchester","M4 1LE"
1151958,"ISSACHAR GENERATION MINISTRIES",18635,17492,"2 Ashkirk Street, MANCHESTER","M18 8LS"
1152056,"MATTERING PRESS",11970,6884,"8 Limley Grove, MANCHESTER","M21 8UB"
1152248,"THE TIM HETHERINGTON CHARITABLE TRUST",12000,2155,"109 Dene Road, Didsbury, MANCHESTER","M20 2GU"
1152499,"COMMONWORD ENTERPRISES LTD",241018,195311,"COMMONWORD, 3 PLANETREE HOUSE, 21-31 OLDHAM STREET, MANCHESTER","M1 1JG"
1152521,"VALLEY SUPPORTED LIVING",340881,369043,"MAZARS LLP, 1 ST. PETERS SQUARE, MANCHESTER","M2 3DE"
1152678,"INTERNATIONAL SOCIETY",0,0,"WILLIAM KAY HOUSE, 327 OXFORD ROAD, MANCHESTER","M13 9PG"
1152765,"EDEN NETWORK MERSEYSIDE",5519,6246,"Eden Network Merseyside, C/O The Message Trust, Lancaster House, Harper Road, Sharston Industrial Area, Manchester","M22 4RG"
1152795,"INTERNATIONAL EDUCATION AND POVERTY RELIEF",9715,9500,"70 CLITHEROE ROAD, MANCHESTER","M13 0QU"
1152946,"FULLAH PROGRESSIVE UNION",13780,8115,"ZAHEER & CO, 63 KINGSWAY, MANCHESTER","M19 2LL"
1152952,"THE BB CHARITABLE FOUNDATION",5239,26145,"20 KENNEDY STREET, MANCHESTER","M2 4BY"
1152956,"CHRIST FOLLOWERS INTERNATIONAL CHURCH",32413,25813,"Unit 7 Cheetwood Point, 14 Cheetwood Road, Cheetham Hill, MANCHESTER","M8 8AQ"
1153046,"AL MANHAL",68802,64182,"ZAHEER & CO, 63 KINGSWAY, MANCHESTER","M19 2LL"
1153123,"HELIOS TOGO DIASPORA",0,0,"2 VALENTIA ROAD, MANCHESTER","M9 6RN"
1153131,"FAIRFIELD ENVIRONMENT TRUST",71726,75069,"BRIDGE 5 MILL, 22A BESWICK STREET, MANCHESTER","M4 7HR"
1153291,"BETHESDA CHURCH (BC)",1300,1300,"35 Hansdon Close, Manchester","M8 0TZ"
1153354,"CONNECT SUPPORT LIMITED",36500,41000,"BENCHILL COMMUNITY CENTRE, BENCHILL ROAD, MANCHESTER","M22 8EJ"
1153389,"BOBOV (M/C ) LTD",22720,22701,"Enterprise  House, 3 Middleton Road, MANCHESTER","M8 5DT"
1153700,"THE RIVER    MANCHESTER",66180,64497,"3 Pepperhill Road, Manchester","M16 7PD"
1153704,"REDEEMED CHRISTIAN CHURCH OF GOD, CITADEL OF PRAISE, MANCHESTER",1389,1359,"19 Birch Lane, Longsight, MANCHESTER, LANCASHIRE","M13 0NW"
1153879,"FAITHLIFE CENTRE MINISTRIES",283099,306839,"5 MARY STREET, MANCHESTER","M3 1NH"
1153939,"COVERDALE AND NEWBANK COMMUNITY ASSOCIATION",15889,14066,"217 Stockport Road, MANCHESTER","M12 4DY"
1153958,"THE REDEEMED CHRISTIAN CHURCH OF GOD, CITY OF TRUTH",31541,29363,"6 BRIMFIELD WALK, MANCHESTER","M40 1HX"
1154131,"THE STILIYAN PETROV FOUNDATION",91465,145732,"BLM Law, Kings House, Manchester","M3 2NU"
1154157,"MANCHESTER SENSORY LINKS",6200,6200,"LANCASTERIAN SCHOOL, ELIZABETH SLINGER ROAD, MANCHESTER","M20 2XA"
1154185,"GLOBAL RAHMAH FOUNDATION",438890,314551,"Global Rahmah Foundation, 1 Lloyd Street South, Manchester","M14 4EU"
1154238,"THE FRIENDS OF DEBDALE PARK",5155,2815,"1075 Hyde Road, Gorton, Manchester","M18 7LJ"
1154258,"OPPORTUNITIES & ACTIVITIES",58223,58143,"UNION CHAPEL, WELLINGTON ROAD, FALLOWFIELD, MANCHESTER","M14 6EQ"
1154327,"ALEXANDRIA LIGHTHOUSE",73646,59690,"Manchester Chinese Christian Church, 100 Yarburgh Street, MANCHESTER","M16 7EH"
1154353,"MANCHESTER JEWISH MUSEUM",746697,199320,"MANCHESTER JEWISH MUSEUM, 190 CHEETHAM HILL ROAD, MANCHESTER","M8 8LW"
1154459,"MINERS COMMUNITY ARTS AND MUSIC CENTRE",7065,6897,"TEDDINGTON ROAD, MANCHESTER","M40 0DJ"
1154578,"THE FRIENDS OF THE WHITWORTH ART GALLERY",42970,36857,"Flat 17, Elmwood Lodge, 17 Parkfield Road South, MANCHESTER","M20 6DB"
1154744,"NEWDAY UNITED",93223,85209,"NewDay United (Registered Office), Percy Westhead & Company, Gregs Buildings, 1 Booth Street, Manchester","M2 4AD"
1154796,"BUDDHA METTA SOCIETY",17279,17279,"19E LAWNGREEN AVENUE, MANCHESTER","M21 8FH"
1154803,"BRIGHTER SOUND LTD",631371,590607,"29 SWAN STREET, MANCHESTER","M4 5JZ"
1154820,"PRECIOUS FAMILY & CHILD CONTACT CENTRE",0,0,"Peoples Parish, 6 Harthill Street, MANCHESTER","M8 8AG"
1155379,"CLAYTON HALL LIVING HISTORY MUSEUM",3749,18946,"136 STANTON STREET, MANCHESTER","M11 4PX"
1155693,"THE FINDING FUREVER HOMES CHARITABLE TRUST",51180,48296,"83 Ducie Street, MANCHESTER","M1 2JQ"
1155722,"THE REDEEMED CHRISTIAN CHURCH OF GOD, STRONG TOWER FOUNTAIN OF HOPE AND EXCELLENCE",10586,10383,"10 AMOS AVENUE, MANCHESTER","M40 2RJ"
1155758,"CAMEROON CATALYST",21359,16242,"Apartment 1404, Vallea Court, 1 Red Bank, MANCHESTER","M4 4FH"
1156023,"ANSAR FINANCE GROUP LIMITED",95772,56048,"Ansar House, 59 Kingsway, Burnage, Manchester","M19 2LL"
1156566,"2/230TH MANCHESTER SCOUT GROUP",17792,15983,"THE SCOUT HUT, SEYMOUR ROAD SOUTH, CLAYTON, MANCHESTER","M11 4PG"
1156722,"THE CARBON LITERACY TRUST",64623,152888,"GREEN FISH RESOURCE CENTRE, 46-50 OLDHAM STREET, MANCHESTER","M4 1LE"
1156757,"TRUE JESUS CHURCH (MANCHESTER)",37517,143816,"31 St Andrews Street, Manchester","M1 2AH"
1156852,"LIMITLESS SKIES",3533,0,"FLAT 11, PARKSIDE COURT, 3 ALEXANDRA ROAD SOUTH, MANCHESTER","M16 8GE"
1156857,"DIDSBURY COMMUNITY ASSOCIATION",7885,8883,"7 Brockley Avenue, Fallowfield, Manchester","M14 7BP"
1156867,"MUSTAFIA SHARIF",9890,7800,"27 Maine Road, MANCHESTER, Manchester","M14 4FS"
1156979,"THINK CHARITABLE FOUNDATION",123103,15215,"7TH FLOOR SUNLIGHT HOUSE, QUAY STREET, MANCHESTER","M3 3LF"
1157066,"BROADWAY COMMUNITY DEVELOPMENT GROUP",336058,337968,"Broadway Leisure Centre, 12 Broadway, New Moston, Manchester","M40 3LN"
1157274,"FUTURE'S VENTURE FOUNDATION",20,143881,"83 Ducie Street, MANCHESTER","M1 2JQ"
1157448,"CITY CHURCH MANCHESTER CIO",291093,246593,"City Church Manchester, Methodist Central Hall, Oldham Street, MANCHESTER","M1 1JQ"
1157529,"GENERATION CHURCH",37480,36946,"132-134 GREAT ANCOATS STREET, MANCHESTER","M4 6DE"
1157605,"MANCHESTER CENTRAL FOODBANK",78549,69138,"Avila House, 335-337 Oxford Road, Manchester","M13 9PG"
1157766,"THE IQBAL BROS FOUNDATION",0,0,"C/O Seamark Group, Lord North Street, Manchester","M40 8AD"
1157784,"NORTH WEST STUDENT RUGBY UNION DEVELOPMENT GROUP",0,504,"2 BAMFORD GROVE, MANCHESTER","M20 2FF"
1158226,"WITHINGTON GIRLS' SCHOOL",8623709,7839511,"Withington Girls' School, 100 Wellington Road, Manchester, Manchester","M14 6BL"
1158293,"THE NANETTE HYDE BRYCE CHARITABLE TRUST",84165,14293,"Weightmans Llp, 1 Hardman Square, MANCHESTER","M3 3EB"
1158360,"FALLOWFIELD LIBRARY & COMMUNITY RESOURCE CENTRE",141107,74511,"FALLOWFIELD LIBRARY, PLATT LANE, FALLOWFIELD, MANCHESTER","M14 7FB"
1158370,"THE DIDSBURY ARTS FESTIVAL",3126,6447,"3 MAYFAIR PARK, MERSEY ROAD, MANCHESTER","M20 2JW"
1158466,"DIVINE POWER MINISTRIES",9595,9595,"26 NORTH CRESCENT, MANCHESTER","M11 4LR"
1158509,"FOUNDATION FOR SCIENCE, TECHNOLOGY AND CIVILISATION UK",74840,84113,"9 Conyngham Road, Manchester, , , Lancashire","M14 5DX"
1158551,"WOMEN ASYLUM SEEKERS TOGETHER",57816,50948,"Partisan Collective, 19 Cheetham Hill Road, MANCHESTER","M4 4FY"
1158817,"FRIENDS OF BURNAGE LIBRARY LTD",49679,58998,"Manchester City Council, Public Library, 349 Burnage Lane, MANCHESTER","M19 1EW"
1158946,"HEALTH & EDUCATION ACADEMY LIMITED",147257,154763,"HOUGH END HALL ACADEMY, 95 NELL LANE","M21 7SW"
1158972,"REPCE",262653,143435,"22A Beswick St, Manchester","M4 7HR"
1158974,"PHARMACIST SUPPORT",632103,1002131,"Pharmacist Support, 196 Deansgate, MANCHESTER","M3 3WF"
1159052,"MANCHESTER AND DISTRICT BEEKEEPERS ASSOCIATION",63054,52452,"Dower House, Heaton Park, Manchester","M25 2SW"
1159067,"HEATON PARK HEBREW CONGREGATION",248020,246064,"84 Middleton Road, Higher Crumpsall, MANCHESTER","M8 4JX"
1159131,"360 YOUTH",0,0,"360 Youth, Accounts Direct, 43-45 North Street, Manchester","M8 8RE"
1159167,"ORTHOCYCLE FOUNDATION",2700,2526,"85 PALATINE ROAD, WITHINGTON, MANCHESTER","M20 3LJ"
1159219,"HEART VALVE VOICE",476577,448195,"c/o WeWork, No.1 Spinningfields Quay Street, Manchester","M3 3JE"
1159293,"CHRISTLIKE INTERNATIONAL MINISTRIES",4786,6246,"8 Homebury Drive, MANCHESTER","M11 4HG"
1159340,"REBORN BELIEVERS MESSAGE MINISTRY",0,0,"334 ABBEY HEY LANE, ABBEY HEY, MANCHESTER","M18 8RP"
1159781,"QUAKER CONGO PARTNERSHIP UK",42131,44619,"17 MERSEY MEADOWS, MANCHESTER","M20 2GB"
1159865,"MOHEBBAN AL - MAHDI YOUTH FOUNDATION",58060,52315,"MY Foundation, 5 SIDNEY STREET, MANCHESTER","M1 7HB"
1159881,"MANCHESTER BROOKLANDS CHURCH OF THE NAZARENE",80274,80085,"5 RACKHOUSE ROAD, MANCHESTER","M23 0BE"
1159966,"RTYDS LIMITED",282743,238769,"RTYDS Ltd, Royal Exchange Theatre Co Ltd, St. Anns Square, MANCHESTER","M2 7DH"
1160036,"RESTORE LIFE",0,0,"36 ELSHAM GARDENS, MANCHESTER","M18 7DJ"
1160117,"CELESTIAL CHURCH OF CHRIST JEHOVAH EMMANUEL PARISH",10911,11625,"UNIT 12, DALE HOUSE, VICKERS STREET, MANCHESTER","M40 8EF"
1160208,"GRACE TABERNACLE MANCHESTER",6217,6775,"4 ASHBURY PLACE, MANCHESTER","M40 8DX"
1160225,"THE MANCHESTER METROPOLITAN UNIVERSITY STUDENTS' UNION",5218063,5013736,"MANCHESTER METROPOLITAN STUDENTS, UNION, 21 HIGHER CAMBRIDGE STREET, MANCHESTER","M15 6AD"
1160256,"READ FOUNDATION",2752272,2432311,"Read Foundation, Victoria Court, 376 Wilmslow Road, MANCHESTER","M14 6AX"
1160268,"VOLITION COMMUNITY",80814,97515,"MANCHESTER CATHEDRAL, VICTORIA STREET, MANCHESTER","M3 1SX"
1160433,"NEPHRA GOOD NEIGHBOURS CHARITABLE INCORPORATED ORGANISATION",39518,44575,"27 PARKFIELD ROAD NORTH, MANCHESTER","M40 3TB"
1160638,"MADE WITH HOPE       LTD",47925,30952,"Beehive Lofts, Beehive Mill Floor 5, Jersey Street, Manchester","M4 6JG"
1160640,"TEKKATHO FOUNDATION",70253,19588,"HOLYOAKE HOUSE, HANOVER STREET, MANCHESTER","M60 0AS"
1160730,"JUBILEE TABERNACLE",5800,5150,"Unit 5, Plymouth Court Business Centre, 164 Plymouth Grove, Manchester","M13 0AF"
1160824,"NTSP LTD",70444,67381,"Acute ICU, Wythenshawe Hospital, Manchester University Hospital, Southmoor Road, MANCHESTER","M23 9LT"
1160836,"THE CHRISTIAN WAY OF LIFE CHURCHES LIMITED",9117,58132,"ST. JOHNS RECTORY, RAILTON TERRACE, MANCHESTER","M9 4WE"
1160848,"THE POLISH SATURDAY SCHOOL IN MANCHESTER",73011,68294,"7 Germain Close, Blackley, Manchester","M9 0SQ"
1160894,"PASSIONART LIMITED",5000,270,"60 Swalecliff Avenue, MANCHESTER","M23 9DJ"
1161043,"A.R.I.C.D.",96867,54843,"Hill Dickinson LLP, 50 Fountain Street, MANCHESTER","M2 2AS"
1161102,"THE PROUD TRUST LTD",844796,578123,"THE JOYCE LAYLAND LGBT CENTRE, 49  - 51 SIDNEY STREET, MANCHESTER","M1 7HB"
1161173,"A NEW LEAF",6720,411,"Reason Digital - 3rd Floor, 26 Lever Street, MANCHESTER","M1 1DW"
1161295,"KINGDOM POWER MINISTRIES INTERNATIONAL (KPMI)",54708,54546,"192 VARLEY STREET, MANCHESTER","M40 7EJ"
1161453,"EUROPIA",45040,48009,"St Wilfrids Enterprise Centre, Royce Road, Hulme, MANCHESTER","M15 5BJ"
1161460,"HOPE COMMUNITY CHURCH (MANCHESTER)",4740,5479,"20 Hartshead Close, Delamere Park, Openshaw, Manchester, Lancs","M11 1HG"
1161501,"HOME COMMUNITY CAFE",71860,70285,"6 BARLOW MOOR ROAD, DIDSBURY","M20 6TR"
1161510,"KIDS FITNESS FIRST",0,0,"ADVANTAGE BUSINESS CENTRE, 132-134 GREAT ANCOATS STREET, MANCHESTER","M4 6DE"
1161585,"ABANDON NORMAL DEVICES",443542,512152,"Unit 501, Level 5, Bonded Warehouse, 18 Lower Byrom Street, Manchester","M3 4AP"
1161634,"NEW COVENANT CHAPEL",9472,9940,"79 SIDNEY ROAD, MANCHESTER","M9 8AT"
1161742,"THE FIONA FOUNDATION CHARITABLE APPEAL TRUST",4170,5767,"30 MEADOW BANK, MANCHESTER","M21 8EE"
1161903,"The Blessed Hub",5277,3096,"The Blessed Hub, Unit 7, Midland St, Manchester","M12 6LB"
1162025,"SOUTH MANCHESTER AOS",35460,36558,"25 LAKESIDE RISE, MANCHESTER","M9 8QE"
1162134,"HIGHER BLACKLEY COMMUNITY ORGANISATION",46655,47715,"105 HEATON PARK ROAD, MANCHESTER","M9 0QQ"
1162263,"EVANGEL ASSEMBLIES OF GOD CHURCH",23079,24416,"APARTMENT 203, SAVOY COURT, 2 AINES STREET, MANCHESTER","M12 5BQ"
1162402,"SICKLE CELL CARE MANCHESTER",33117,33588,"CITY VIEW HOUSE, 5 UNION STREET, ARDWICK, MANCHESTER","M12 4JD"
1162690,"ROLDA UK",3802,3176,"ROLDA UK, Suite 9273, PO Box 4336, Manchester","M61 0BW"
1162809,"AN NUR",5540,48,"Unit 23162, PO Box 4336, MANCHESTER","M61 0BW"
1163140,"INSPIRE ACCELERATOR FOUNDATION",52484,20066,"53 KING STREET, MANCHESTER","M2 4LQ"
1163238,"MANCHESTER SPIRITUALIST CHURCH",7055,6763,"Manchester Spiritualist Centre, 2 Alexandra Road South, MANCHESTER","M16 8ER"
1163243,"ANCOATS CANAL PROJECT",500,248,"APARTMENT 27, JUNCTION WORKS, 40 DUCIE STREET, MANCHESTER","M1 2DF"
1163533,"LEVENSHULME INSPIRE FOUNDATION",6765,65234,"Levenshulme Inspire, 747 Stockport Road, MANCHESTER","M19 3AR"
1163648,"MANCHESTER CENTRE FOR THE STUDY OF CHRISTIANITY AND ISLAM",8092,8397,"DENE ROAD, DIDSBURY, MANCHESTER","M202GU"
1163827,"LEVENSHULME GOOD NEIGHBOURS",25977,21969,"Inspire Centre, 747 Stockport Road, Manchester","M19 3AR"
1163917,"THE BENNETT FAMILY GRANTMAKING CHARITY",9999,13250,"99 Ivygreen Road, Manchester","M21 9FX"
1163957,"ASSOCIATION OF PAKISTANI PHYSICIANS AND SURGEONS OF THE UNITED KINGDOM FOUNDATION",73665,76874,"Suite 1, Parkway 5, Parkway Business Centre, 300 Princess Road, Manchester","M14 7HR"
1164108,"MANCHESTER SAMODON TRUST",14198,12983,"145-151, PRINCESS ROAD, MANCHESTER, M14 4RE","M14 4RE"
1164131,"SICKIDS",13873,8323,"Professor Andrew Rowland, 505 The HatBox, 5 Munday Street, Manchester","M4 7AY"
1164179,"MANCHESTER DIGITAL MUSIC ARCHIVE TRUST",18055,25606,"Manchester District Music Archive, STUN office, Z-arts, 335 Stretford Road, MANCHESTER","M15 5ZA"
1164180,"CHURCH OF FIRE FAITH AND SALVATION MINISTRY",22737,21213,"Unit 26,Wilson business park, Monsal road,manchester","M40 8WN"
1164323,"MANCHESTER HIGH SCHOOL FOR GIRLS",10462345,10359729,"MANCHESTER HIGH SCHOOL FOR GIRLS, GRANGETHORPE ROAD, MANCHESTER","M14 6HS"
1164359,"THE FORGET-ME-NOT TRUST",7029,6708,"87 ROYLE GREEN ROAD, MANCHESTER","M22 4LL"
1164570,"SOUTH MANCHESTER DOWN'S SYNDROME SUPPORT GROUP",29390,34668,"SMDSSG, Unit 17, 41 Old Birley Street, MANCHESTER","M15 5RF"
1164599,"MANCHESTER YOUTH ACADEMY LTD",44196,44101,"161 BERESFORD ROAD, MANCHESTER","M13 0TA"
1164618,"MARKAZ AL-TAQWA COMMUNITY CENTRE LIMITED",47082,49594,"Flat 56, Fulton Court, Boundary Lane, Manchester","M15 6NW"
1164649,"GATE OF HEAVEN",16941,15900,"16 RUTHERGLEN WALK, MANCHESTER","M40 8QD"
